,cell,long,lat,order,hole,piece,group,Mean_veg
261,109350,-80.0592095129028,-4.28930360910589,2,FALSE,1,109350.1,0.202713392857143
262,109350,-80.320368817691,-4.15694201290759,3,FALSE,1,109350.1,0.202713392857143
263,109350,-80.3195749792724,-3.88900690525534,4,FALSE,1,109350.1,0.202713392857143
264,109350,-80.0578956025797,-3.75361449436021,5,FALSE,1,109350.1,0.202713392857143
265,109350,-79.7967513892646,-3.88608080905898,6,FALSE,1,109350.1,0.202713392857143
266,109350,-79.797273373759,-4.15383362089772,7,FALSE,1,109350.1,0.202713392857143
267,109351,-79.0117699763268,-3.74776865733276,1,FALSE,1,109351.1,0.295507633587786
268,109351,-79.2735649235132,-3.88306137019466,2,FALSE,1,109351.1,0.295507633587786
269,109351,-79.5350198393111,-3.75073611216803,3,FALSE,1,109351.1,0.295507633587786
270,109351,-79.5346700639599,-3.48301033546455,4,FALSE,1,109351.1,0.295507633587786
271,109351,-79.273101611753,-3.34780770715905,5,FALSE,1,109351.1,0.295507633587786
272,109351,-79.0116548961015,-3.48024187347039,6,FALSE,1,109351.1,0.295507633587786
273,109351,-79.0117699763268,-3.74776865733276,7,FALSE,1,109351.1,0.295507633587786
274,109430,-80.8467791192311,-4.96390848625902,1,FALSE,1,109430.1,0.0760384615384615
275,109430,-81.1092843924356,-5.09958216402346,2,FALSE,1,109430.1,0.0760384615384615
276,109430,-81.3701954174148,-4.96727785723507,3,FALSE,1,109430.1,0.0760384615384615
277,109430,-81.3685586334263,-4.69920516616021,4,FALSE,1,109430.1,0.0760384615384615
278,109430,-81.1063601393777,-4.56358594814085,5,FALSE,1,109430.1,0.0760384615384615
279,109430,-80.8454889754984,-4.69598649052744,6,FALSE,1,109430.1,0.0760384615384615
280,109430,-80.8467791192311,-4.96390848625902,7,FALSE,1,109430.1,0.0760384615384615
281,109431,-80.0599326287136,-4.55706873670086,1,FALSE,1,109431.1,0.158680141843972
282,109431,-80.3221164080501,-4.69264559861409,2,FALSE,1,109431.1,0.158680141843972
283,109431,-80.5833048781502,-4.56038560189826,3,FALSE,1,109431.1,0.158680141843972
284,109431,-80.5822782203816,-4.29244847340957,4,FALSE,1,109431.1,0.158680141843972
285,109431,-80.320368817691,-4.15694201290759,5,FALSE,1,109431.1,0.158680141843972
286,109431,-80.0592095129028,-4.28930360910589,6,FALSE,1,109431.1,0.158680141843972
287,109431,-80.0599326287136,-4.55706873670086,7,FALSE,1,109431.1,0.158680141843972
288,109432,-79.273822473736,-4.15062385527696,1,FALSE,1,109432.1,0.269104285714286
289,109432,-79.5357975969154,-4.28605260868795,2,FALSE,1,109432.1,0.269104285714286
290,109432,-79.797273373759,-4.15383362089772,3,FALSE,1,109432.1,0.269104285714286
291,109432,-79.7967513892646,-3.88608080905898,4,FALSE,1,109432.1,0.269104285714286
292,109432,-79.5350198393111,-3.75073611216803,5,FALSE,1,109432.1,0.269104285714286
293,109432,-79.2735649235132,-3.88306137019466,6,FALSE,1,109432.1,0.269104285714286
294,109432,-79.273822473736,-4.15062385527696,7,FALSE,1,109432.1,0.269104285714286
295,109511,-80.3230703036323,-4.96040711018232,1,FALSE,1,109511.1,0.18864347826087
296,109511,-80.5855464447689,-5.09607060193381,2,FALSE,1,109511.1,0.18864347826087
297,109511,-80.8467791192311,-4.96390848625902,3,FALSE,1,109511.1,0.18864347826087
298,109511,-80.8454889754984,-4.69598649052744,4,FALSE,1,109511.1,0.18864347826087
299,109511,-80.5833048781502,-4.56038560189826,5,FALSE,1,109511.1,0.18864347826087
300,109511,-80.3221164080501,-4.69264559861409,6,FALSE,1,109511.1,0.18864347826087
301,109511,-80.3230703036323,-4.96040711018232,7,FALSE,1,109511.1,0.18864347826087
302,109512,-79.5362256454183,-4.55363708074989,1,FALSE,1,109512.1,0.285877586206897
303,109512,-79.7984225118941,-4.68918453988035,2,FALSE,1,109512.1,0.285877586206897
304,109512,-80.0599326287136,-4.55706873670086,3,FALSE,1,109512.1,0.285877586206897
305,109512,-80.0592095129028,-4.28930360910589,4,FALSE,1,109512.1,0.285877586206897
306,109512,-79.797273373759,-4.15383362089772,5,FALSE,1,109512.1,0.285877586206897
307,109512,-79.5357975969154,-4.28605260868795,6,FALSE,1,109512.1,0.285877586206897
308,109512,-79.5362256454183,-4.55363708074989,7,FALSE,1,109512.1,0.285877586206897
309,109513,-78.7499999996324,-4.14731371962574,1,FALSE,1,109513.1,0.198201020408163
310,109513,-79.0120258710923,-4.28269668263285,2,FALSE,1,109513.1,0.198201020408163
311,109513,-79.273822473736,-4.15062385527696,3,FALSE,1,109513.1,0.198201020408163
312,109513,-79.2735649235132,-3.88306137019466,4,FALSE,1,109513.1,0.198201020408163
313,109513,-79.0117699763268,-3.74776865733276,5,FALSE,1,109513.1,0.198201020408163
